model,iteration,position,hypothesis_name,prev_best_name,rationale,oracle_prediction,prev_best_score,avg_param_distance,prior_result_words,has_numeric_score,has_feedback_reference,score_improvement_vs_prior_best,exploitation_score,n_params_changed,n_constructive_changes,n_destructive_changes,param_change_details,Mg_glutamate_mM_distance,K_glutamate_mM_distance,DTT_mM_distance,NTP_multiplier_distance,PEG_8000_percent_distance,temperature_C_distance,plasmid_concentration_nM_distance,curr_Mg_glutamate_mM,curr_K_glutamate_mM,curr_DTT_mM,curr_NTP_multiplier,curr_PEG_8000_percent,curr_temperature_C,curr_plasmid_concentration_nM,curr_energy_source,curr_extract_type,curr_chaperones,curr_reaction_mode,prev_Mg_glutamate_mM,prev_K_glutamate_mM,prev_DTT_mM,prev_NTP_multiplier,prev_PEG_8000_percent,prev_temperature_C,prev_plasmid_concentration_nM,prev_energy_source,prev_extract_type,prev_chaperones,prev_reaction_mode
gpt-5-mini,8,0,KC6 Semi-continuous Low-temp,KC6 Semi-continuous Low-plasmid,"Lowering temperature to 25°C with KC6 in a semi-continuous maltodextrin-fed system and GroES/EL should improve folding and reduce aggregation while a higher NTP load sustains translation, and low plasmid minimizes resource competition to boost net productivity.",0.3482611287734639,0.3715221654897851,3.857142857142857,[],False,False,-0.023261036716321237,0.6,5,3,2,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 4.0, 'delta': -2.0, 'constructive': False}, 'K_glutamate_mM': {'prev': 80.0, 'curr': 70.0, 'delta': -10.0, 'constructive': True}, 'DTT_mM': {'prev': 0.5, 'curr': 0.5, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 1.5, 'curr': 2.5, 'delta': 1.0, 'constructive': False}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 1.0, 'delta': -1.0, 'constructive': True}, 'temperature_C': {'prev': 30.0, 'curr': 25.0, 'delta': -5.0, 'constructive': True}, 'plasmid_concentration_nM': {'prev': 5.0, 'curr': 5.0, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA + maltodextrin', 'curr': '3-PGA + maltodextrin', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",2.0,10.0,0.5,0.5,4.0,5.0,5.0,4.0,70.0,0.5,2.5,1.0,25.0,5.0,3-PGA + maltodextrin,KC6,GroES/EL,semi-continuous,6.0,80.0,0.5,1.5,2.0,30.0,5.0,3-PGA + maltodextrin,KC6,GroES/EL,semi-continuous
gpt-5-mini,9,0,KC6 Semi-continuous 3-PGA GroES,KC6 Semi-continuous Low-temp,"Removing supplemental sugars (avoiding maltose/maltodextrin failures) while using KC6 in a semi-continuous exchange with GroES/EL, moderate salts and NTPs should sustain energy, reduce inhibitory metabolites, and improve folding to raise net productivity.",0.3576999874161595,0.3482611287734639,3.0714285714285716,['avoid'],False,True,0.009438858642695613,0.75,4,3,1,"{'Mg_glutamate_mM': {'prev': 4.0, 'curr': 5.0, 'delta': 1.0, 'constructive': True}, 'K_glutamate_mM': {'prev': 70.0, 'curr': 70.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 0.5, 'curr': 0.5, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 2.5, 'curr': 2.0, 'delta': -0.5, 'constructive': True}, 'PEG_8000_percent': {'prev': 1.0, 'curr': 1.0, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 25.0, 'curr': 30.0, 'delta': 5.0, 'constructive': False}, 'plasmid_concentration_nM': {'prev': 5.0, 'curr': 5.0, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA + maltodextrin', 'curr': '3-PGA', 'prev_is_opt': False, 'curr_is_opt': True, 'string_changed': True, 'constructive': True}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",1.0,10.0,0.5,1.0,4.0,0.0,5.0,5.0,70.0,0.5,2.0,1.0,30.0,5.0,3-PGA,KC6,GroES/EL,semi-continuous,4.0,70.0,0.5,2.5,1.0,25.0,5.0,3-PGA + maltodextrin,KC6,GroES/EL,semi-continuous
gpt-5-mini,10,0,KC6 Semi-continuous Boost,KC6 Semi-continuous 3-PGA GroES,"Using KC6 in a semi-continuous 3-PGA system with GroES/EL, moderate crowding and elevated NTPs should sustain translation while reducing inhibitory sugar metabolism and resource competition observed in low-performing conditions, improving net productive expression.",0.3351001611229142,0.3576999874161595,2.0,[],False,False,-0.022599826293245306,0.0,3,0,3,"{'Mg_glutamate_mM': {'prev': 5.0, 'curr': 5.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 70.0, 'curr': 75.0, 'delta': 5.0, 'constructive': False}, 'DTT_mM': {'prev': 0.5, 'curr': 0.5, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 2.0, 'curr': 2.5, 'delta': 0.5, 'constructive': False}, 'PEG_8000_percent': {'prev': 1.0, 'curr': 3.0, 'delta': 2.0, 'constructive': False}, 'temperature_C': {'prev': 30.0, 'curr': 30.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 5.0, 'curr': 5.0, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",1.0,5.0,0.5,0.5,2.0,0.0,5.0,5.0,75.0,0.5,2.5,3.0,30.0,5.0,3-PGA,KC6,GroES/EL,semi-continuous,5.0,70.0,0.5,2.0,1.0,30.0,5.0,3-PGA,KC6,GroES/EL,semi-continuous
gpt-5-mini,11,0,KC6 Microfluidic 3-PGA None,KC6 Semi-continuous Boost,"Using a robust KC6 extract in a microfluidic exchange format with only 3-PGA, elevated NTPs, low plasmid and no added chaperones avoids previously low-performing chaperone/sugar combinations while continuous exchange removes inhibitors and sustains translation, potentially increasing net productivity.",0.19070504165142976,0.3351001611229142,2.142857142857143,"['previous', 'avoid']",False,True,-0.14439511947148442,0.6666666666666666,3,2,1,"{'Mg_glutamate_mM': {'prev': 5.0, 'curr': 6.0, 'delta': 1.0, 'constructive': True}, 'K_glutamate_mM': {'prev': 75.0, 'curr': 75.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 0.5, 'curr': 0.5, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 2.5, 'curr': 2.5, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 3.0, 'curr': 1.0, 'delta': -2.0, 'constructive': True}, 'temperature_C': {'prev': 30.0, 'curr': 30.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 5.0, 'curr': 5.0, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'none', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': True, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'microfluidic', 'prev_is_opt': True, 'curr_is_opt': False, 'string_changed': True, 'constructive': False}}",0.0,5.0,0.5,0.5,4.0,0.0,5.0,6.0,75.0,0.5,2.5,1.0,30.0,5.0,3-PGA,KC6,none,microfluidic,5.0,75.0,0.5,2.5,3.0,30.0,5.0,3-PGA,KC6,GroES/EL,semi-continuous
gpt-5-mini,12,0,KC6 Semi-continuous High-NTP,KC6 Microfluidic 3-PGA None,"Elevated NTPs and higher macromolecular crowding in a KC6 semi-continuous 3-PGA system with GroES/EL should boost translation throughput and folding while byproduct removal mitigates inhibitory metabolism, improving net productivity compared to prior conditions.",0.33454564395862263,0.19070504165142976,0.7857142857142857,['prior'],False,True,0.14384060230719287,0.2,5,1,4,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 6.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 75.0, 'curr': 80.0, 'delta': 5.0, 'constructive': False}, 'DTT_mM': {'prev': 0.5, 'curr': 0.5, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 2.5, 'curr': 3.0, 'delta': 0.5, 'constructive': False}, 'PEG_8000_percent': {'prev': 1.0, 'curr': 4.0, 'delta': 3.0, 'constructive': False}, 'temperature_C': {'prev': 30.0, 'curr': 30.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 5.0, 'curr': 6.0, 'delta': 1.0, 'constructive': False}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'none', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': True, 'constructive': None}, 'reaction_mode': {'prev': 'microfluidic', 'curr': 'semi-continuous', 'prev_is_opt': False, 'curr_is_opt': True, 'string_changed': True, 'constructive': True}}",0.0,0.0,0.5,0.0,1.0,0.0,4.0,6.0,80.0,0.5,3.0,4.0,30.0,6.0,3-PGA,KC6,GroES/EL,semi-continuous,6.0,75.0,0.5,2.5,1.0,30.0,5.0,3-PGA,KC6,none,microfluidic
gpt-5-mini,13,0,KC6 Semi-continuous 37C,KC6 Semi-continuous High-NTP,"A semi-continuous KC6 system with only 3-PGA at 37°C, elevated NTPs, moderate crowding and GroES/EL should maximize translation rates while continuous exchange removes inhibitors and chaperones mitigate aggregation, potentially improving net productivity compared to previously low-performing sugar- or microfluidic-based conditions.",0.3370746807773182,0.33454564395862263,3.0,['previous'],False,True,0.002529036818695596,0.8,5,4,1,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 6.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 80.0, 'curr': 75.0, 'delta': -5.0, 'constructive': True}, 'DTT_mM': {'prev': 0.5, 'curr': 0.5, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 3.0, 'curr': 2.5, 'delta': -0.5, 'constructive': True}, 'PEG_8000_percent': {'prev': 4.0, 'curr': 2.0, 'delta': -2.0, 'constructive': True}, 'temperature_C': {'prev': 30.0, 'curr': 37.0, 'delta': 7.0, 'constructive': False}, 'plasmid_concentration_nM': {'prev': 6.0, 'curr': 5.0, 'delta': -1.0, 'constructive': True}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.0,5.0,0.5,0.5,3.0,7.0,5.0,6.0,75.0,0.5,2.5,2.0,37.0,5.0,3-PGA,KC6,GroES/EL,semi-continuous,6.0,80.0,0.5,3.0,4.0,30.0,6.0,3-PGA,KC6,GroES/EL,semi-continuous
gpt-5-mini,14,0,KC6 Semi-continuous 37C Combined,KC6 Semi-continuous 37C,"Raising temperature and NTP supply with KC6 in a semi-continuous maltodextrin-fed system plus combined chaperones should accelerate translation and sustain energy while improving folding, potentially boosting productivity beyond prior mid-range results.",0.3236687425567693,0.3370746807773182,2.5714285714285716,['prior'],False,True,-0.013405938220548919,0.3333333333333333,6,2,4,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 4.0, 'delta': -2.0, 'constructive': False}, 'K_glutamate_mM': {'prev': 75.0, 'curr': 80.0, 'delta': 5.0, 'constructive': False}, 'DTT_mM': {'prev': 0.5, 'curr': 1.0, 'delta': 0.5, 'constructive': True}, 'NTP_multiplier': {'prev': 2.5, 'curr': 3.0, 'delta': 0.5, 'constructive': False}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 37.0, 'curr': 37.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 5.0, 'curr': 5.0, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA + maltodextrin', 'prev_is_opt': True, 'curr_is_opt': False, 'string_changed': True, 'constructive': False}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'combined', 'prev_is_opt': False, 'curr_is_opt': True, 'string_changed': True, 'constructive': True}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",2.0,0.0,1.0,0.0,3.0,7.0,5.0,4.0,80.0,1.0,3.0,2.0,37.0,5.0,3-PGA + maltodextrin,KC6,combined,semi-continuous,6.0,75.0,0.5,2.5,2.0,37.0,5.0,3-PGA,KC6,GroES/EL,semi-continuous
gpt-5-mini,15,0,KC6 Semi-continuous High-salt,KC6 Semi-continuous 37C Combined,"A KC6 semi-continuous 3-PGA system with higher K+ and Mg2+, moderate crowding and GroES/EL at low plasmid should maximize ribosome activity and folding while avoiding previously low-performing microfluidic, wild-type, and sugar-supplemented combinations to boost net productive translation.",0.34961845183245216,0.3236687425567693,1.1428571428571428,"['previous', 'avoid']",False,True,0.025949709275682853,0.5714285714285714,7,4,3,"{'Mg_glutamate_mM': {'prev': 4.0, 'curr': 6.0, 'delta': 2.0, 'constructive': True}, 'K_glutamate_mM': {'prev': 80.0, 'curr': 80.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 1.0, 'curr': 0.5, 'delta': -0.5, 'constructive': False}, 'NTP_multiplier': {'prev': 3.0, 'curr': 2.5, 'delta': -0.5, 'constructive': True}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 3.0, 'delta': 1.0, 'constructive': False}, 'temperature_C': {'prev': 37.0, 'curr': 30.0, 'delta': -7.0, 'constructive': True}, 'plasmid_concentration_nM': {'prev': 5.0, 'curr': 5.0, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA + maltodextrin', 'curr': '3-PGA', 'prev_is_opt': False, 'curr_is_opt': True, 'string_changed': True, 'constructive': True}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'combined', 'curr': 'GroES/EL', 'prev_is_opt': True, 'curr_is_opt': False, 'string_changed': True, 'constructive': False}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.0,0.0,0.5,0.5,2.0,0.0,5.0,6.0,80.0,0.5,2.5,3.0,30.0,5.0,3-PGA,KC6,GroES/EL,semi-continuous,4.0,80.0,1.0,3.0,2.0,37.0,5.0,3-PGA + maltodextrin,KC6,combined,semi-continuous
gpt-5-mini,16,0,KC6 Semi-continuous Optimized,KC6 Semi-continuous High-salt,"Leverages KC6 semi-continuous format that performed relatively well while avoiding wild-type, microfluidic, and DnaK/none chaperone conditions that underperformed, combining GroES/EL, high salts, elevated NTPs and a small maltodextrin supplement to sustain energy and improve folding for higher net translation.",0.35127646275252744,0.34961845183245216,1.2428571428571427,"['avoid', 'underperformed']",False,True,0.0016580109200752813,0.3333333333333333,3,1,2,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 6.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 80.0, 'curr': 80.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 0.5, 'curr': 0.5, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 2.5, 'curr': 2.8, 'delta': 0.2999999999999998, 'constructive': False}, 'PEG_8000_percent': {'prev': 3.0, 'curr': 2.0, 'delta': -1.0, 'constructive': True}, 'temperature_C': {'prev': 30.0, 'curr': 30.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 5.0, 'curr': 5.0, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA + maltodextrin', 'prev_is_opt': True, 'curr_is_opt': False, 'string_changed': True, 'constructive': False}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.0,0.0,0.5,0.20000000000000018,3.0,0.0,5.0,6.0,80.0,0.5,2.8,2.0,30.0,5.0,3-PGA + maltodextrin,KC6,GroES/EL,semi-continuous,6.0,80.0,0.5,2.5,3.0,30.0,5.0,3-PGA,KC6,GroES/EL,semi-continuous
gpt-5-mini,17,0,KC6 Semi-continuous High DTT,KC6 Semi-continuous Optimized,"Using KC6 in a semi-continuous 3-PGA system with high salts, elevated NTPs, increased DTT to improve redox-dependent folding, and GroES/EL while keeping plasmid low avoids previously low-performing wild-type/microfluidic/sugar conditions and should sustain translation and productive folding for higher output.",0.3552912185635044,0.35127646275252744,1.457142857142857,"['previous', 'avoid']",False,True,0.004014755810976933,1.0,2,2,0,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 6.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 80.0, 'curr': 80.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 0.5, 'curr': 2.0, 'delta': 1.5, 'constructive': True}, 'NTP_multiplier': {'prev': 2.8, 'curr': 2.8, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 30.0, 'curr': 30.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 5.0, 'curr': 5.0, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA + maltodextrin', 'curr': '3-PGA', 'prev_is_opt': False, 'curr_is_opt': True, 'string_changed': True, 'constructive': True}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.0,0.0,2.0,0.20000000000000018,3.0,0.0,5.0,6.0,80.0,2.0,2.8,2.0,30.0,5.0,3-PGA,KC6,GroES/EL,semi-continuous,6.0,80.0,0.5,2.8,2.0,30.0,5.0,3-PGA + maltodextrin,KC6,GroES/EL,semi-continuous
gpt-5-mini,18,0,KC6 Crowding Boost,KC6 Semi-continuous High DTT,"Maximizing macromolecular crowding and NTP supply in a KC6 semi-continuous 3-PGA system with GroES/EL and low plasmid should boost ribosome throughput and productive folding while exchange removes inhibitory byproducts, potentially increasing net productivity.",0.3291714507530835,0.3552912185635044,0.7857142857142857,[],False,False,-0.026119767810420857,0.0,3,0,3,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 6.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 80.0, 'curr': 80.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 2.0, 'curr': 0.5, 'delta': -1.5, 'constructive': False}, 'NTP_multiplier': {'prev': 2.8, 'curr': 3.0, 'delta': 0.20000000000000018, 'constructive': False}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 5.0, 'delta': 3.0, 'constructive': False}, 'temperature_C': {'prev': 30.0, 'curr': 30.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 5.0, 'curr': 5.0, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.0,0.0,0.5,0.0,0.0,0.0,5.0,6.0,80.0,0.5,3.0,5.0,30.0,5.0,3-PGA,KC6,GroES/EL,semi-continuous,6.0,80.0,2.0,2.8,2.0,30.0,5.0,3-PGA,KC6,GroES/EL,semi-continuous
gpt-5-mini,19,0,KC6 High-NTP GroES,KC6 Crowding Boost,"Maximizing NTP supply with balanced high salts, moderate crowding and a supportive GroES/EL system in a KC6 semi-continuous 3-PGA format (while avoiding wild-type, microfluidic, DnaK-only, and sugar-supplemented combos that underperformed) should sustain translation throughput and improve productive folding to increase net output.",0.35083824312847245,0.3291714507530835,1.3571428571428572,"['avoid', 'underperformed']",False,True,0.021666792375388932,1.0,2,2,0,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 6.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 80.0, 'curr': 80.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 0.5, 'curr': 1.5, 'delta': 1.0, 'constructive': True}, 'NTP_multiplier': {'prev': 3.0, 'curr': 3.0, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 5.0, 'curr': 2.0, 'delta': -3.0, 'constructive': True}, 'temperature_C': {'prev': 30.0, 'curr': 30.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 5.0, 'curr': 5.0, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.0,0.0,1.5,0.0,3.0,0.0,5.0,6.0,80.0,1.5,3.0,2.0,30.0,5.0,3-PGA,KC6,GroES/EL,semi-continuous,6.0,80.0,0.5,3.0,5.0,30.0,5.0,3-PGA,KC6,GroES/EL,semi-continuous
gpt-5-mini,20,0,KC6 Semi-continuous High-template,KC6 High-NTP GroES,"With semi-continuous exchange and abundant NTPs, increasing template concentration in a KC6 + GroES/EL 3-PGA system may raise ribosome occupancy and throughput without triggering the resource competition observed at low NTPs or in wild-type/microfluidic/sugar-supplemented failures.",0.3466322823066933,0.35083824312847245,0.8571428571428571,[],False,False,-0.004205960821779153,0.0,2,0,2,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 6.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 80.0, 'curr': 80.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 1.5, 'curr': 1.0, 'delta': -0.5, 'constructive': False}, 'NTP_multiplier': {'prev': 3.0, 'curr': 3.0, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 30.0, 'curr': 30.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 5.0, 'curr': 8.0, 'delta': 3.0, 'constructive': False}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.0,0.0,1.0,0.0,3.0,0.0,2.0,6.0,80.0,1.0,3.0,2.0,30.0,8.0,3-PGA,KC6,GroES/EL,semi-continuous,6.0,80.0,1.5,3.0,2.0,30.0,5.0,3-PGA,KC6,GroES/EL,semi-continuous
